unix,minute,test_progress,final_avg_TEMP,mt1_avg_TEMP,mt2_avg_TEMP
1544034000,81,0.45,33.93161111111111,31.2824375,33.79636111111111
1544034060,82,0.4555555555555555,34.01270601851852,31.366432870370364,33.86342939814815
1544034120,83,0.4611111111111111,34.073818287037035,31.447560185185186,33.94814351851852
1544034180,84,0.4666666666666667,34.19583333333333,31.531170138888896,34.032000000000004
1544034240,85,0.4722222222222222,34.294355324074075,31.611266203703696,34.08658217592593
1544034300,86,0.4777777777777778,34.35176967592593,31.691358796296296,34.19849768518519
1544034360,87,0.4833333333333333,34.38098958333333,31.765798611111112,34.21628819444444
1544034420,88,0.4888888888888889,34.46408101851852,31.84259953703704,34.23843981481482
1544034480,89,0.4944444444444444,34.542526620370374,31.921646990740744,34.336337962962965
1544034540,90,0.5,34.622267361111106,31.99233333333333,34.43790972222222
