unix,minute,test_progress,final_avg_EDA,mt1_avg_EDA,mt2_avg_EDA
1544029260,2,0.0111111111111111,0.7312201866666665,0.4296307341666667,0.3815072425
1544029380,4,0.0222222222222222,0.8162607395833333,0.4144253179166666,0.5148516795833332
1544029500,6,0.0333333333333333,0.7655444529166667,0.4288623029166667,0.39471962125
1544029620,8,0.0444444444444444,0.6528038104166667,0.4060209395833333,0.4368210745833333
1544029740,10,0.0555555555555555,0.51940327,0.4398350083333333,0.4480654870833334
1544029860,12,0.0666666666666666,0.4484233120833333,0.5037087216666667,0.4172970104166665
1544029980,14,0.0777777777777777,0.44093013625,0.5864452183333333,0.37766716625
1544030100,16,0.0888888888888888,0.40483423875,0.6191717691666667,0.4223963966666666
1544030220,18,0.1,0.3883571545833333,0.6058040845833335,0.4930241762499999
1544030340,20,0.1111111111111111,0.3741149474999999,0.5727504366666667,0.4528681695833333
1544030460,22,0.1222222222222222,0.3349059283333333,0.6729622275,0.38473416
1544030580,24,0.1333333333333333,0.3652993008333333,0.7973229787499998,0.4237785854166667
1544030700,26,0.1444444444444444,0.41812062375,0.7650775441666668,0.4676794170833333
1544030820,28,0.1555555555555555,0.3600098358333333,0.7471557966666665,0.4916463845833332
1544030940,30,0.1666666666666666,0.309301445,0.7207166316666667,0.4659312074999999
1544031060,32,0.1777777777777777,0.3088850025,0.6708320741666667,0.4422427520833333
1544031180,34,0.1888888888888888,0.3508295579166666,0.6749671120833333,0.4589434754166667
1544031300,36,0.2,0.3035142358333333,0.69956787875,0.4306799779166666
1544031420,38,0.2111111111111111,0.29973682125,0.7013217875,0.4459137791666666
1544031540,40,0.2222222222222222,0.2998528649999999,0.5978760566666667,0.4427358258333334
1544031660,42,0.2333333333333333,0.3207496233333333,0.6288344504166666,0.4313767320833334
1544031780,44,0.2444444444444444,0.2467821404166666,0.5643739079166666,0.3352932016666666
1544031900,46,0.2555555555555555,0.2936375045833334,0.5751725279166665,0.2857260133333333
1544032020,48,0.2666666666666666,0.2829472008333333,0.6110488520833333,0.2857491383333333
1544032140,50,0.2777777777777778,0.26128667,0.5632741929166667,0.2992878433333333
1544032260,52,0.2888888888888888,0.2721463329166666,0.5642261629166667,0.2952385012499999
1544032380,54,0.3,0.3046060337499999,0.4987597283333332,0.29336486
1544032500,56,0.3111111111111111,0.5030792712500001,0.4311097691666667,0.2889855808333333
1544032620,58,0.3222222222222222,0.5162100170833333,0.4997227975,0.3022005112499999
1544032740,60,0.3333333333333333,0.4569745508333334,0.5172863316666667,0.3199739666666666
1544032860,62,0.3444444444444444,0.3898901470833333,0.5100045891666667,0.3305950975
1544032980,64,0.3555555555555555,0.3444851979166666,0.5145175450000001,0.3563088495833333
1544033100,66,0.3666666666666666,0.338191235,0.53562510125,0.3906635470833333
1544033220,68,0.3777777777777777,0.2991153279166667,0.5239145487500001,0.4343878091666667
1544033340,70,0.3888888888888889,0.2986971429166667,0.55019078375,0.54447834125
1544033460,72,0.4,0.3062632274999999,0.6017467233333333,0.4684396070833333
1544033580,74,0.4111111111111111,0.32464587375,0.5645274920833333,0.4343194154166666
1544033700,76,0.4222222222222222,0.3260900375,0.5097277324999998,0.3905037287499999
1544033820,78,0.4333333333333333,0.3562109104166666,0.5177101383333333,0.3933086004166667
1544033940,80,0.4444444444444444,0.3428338108333333,0.4553389229166667,0.4078886354166666
1544034060,82,0.4555555555555555,0.3206398745833333,0.3909451570833333,0.4026052591666667
1544034180,84,0.4666666666666667,0.4040461833333333,0.35594552625,0.4511818270833333
1544034300,86,0.4777777777777778,0.4545230316666667,0.36671380875,0.4639915854166666
1544034420,88,0.4888888888888889,0.3796123091666666,0.4103794795833333,0.4448049975
1544034540,90,0.5,0.3948128108333334,0.4090693025,0.6014180770833334
1544034660,92,0.5111111111111111,0.3691865783333333,0.40162696625,0.6385062954166666
1544034780,94,0.5222222222222223,0.40421481375,0.3722047179166666,0.6583312570833334
1544034900,96,0.5333333333333333,0.411925745,0.3068694683333333,0.57695475375
1544035020,98,0.5444444444444444,0.4048848070833333,0.3547310525,0.5088419545833334
1544035140,100,0.5555555555555556,0.4284096199999999,0.3587662729166666,0.4960156666666666
1544035260,102,0.5666666666666667,0.4119391120833333,0.3621754258333333,0.5019104604166668
1544035380,104,0.5777777777777777,0.414991835,0.3770908029166666,0.4866785870833333
1544035500,106,0.5888888888888889,0.4138802429166667,0.4188419812499999,0.4448930845833334
1544035620,108,0.6,0.3668466454166667,0.39161142875,0.4422103066666666
1544035740,110,0.6111111111111112,0.3953598270833333,0.4041122616666667,0.4509711466666666
1544035860,112,0.6222222222222222,0.46042428625,0.4125305220833334,0.4744944587499999
1544035980,114,0.6333333333333333,0.414946735,0.4288356441666667,0.6405139095833334
1544036100,116,0.6444444444444445,0.5048400808333333,0.42196205375,0.541519925
1544036220,118,0.6555555555555556,0.4331404866666667,0.4087453216666666,0.4423735920833334
1544036340,120,0.6666666666666666,0.4289755199999999,0.4341873666666666,0.4191658633333333
1544036460,122,0.6777777777777778,0.4367448716666667,0.4616504408333334,0.4536817766666666
1544036580,124,0.6888888888888889,0.4379725708333334,0.3960520474999999,0.43157172875
1544036700,126,0.7,0.4424168475,0.3982664816666666,0.4152444008333333
1544036820,128,0.7111111111111111,0.4432854029166667,0.37903027375,0.4355896366666667
1544036940,130,0.7222222222222222,0.4246088741666666,0.4355434920833334,0.4295468604166667
1544037060,132,0.7333333333333333,0.43445436375,0.4175368079166667,0.4495616929166667
1544037180,134,0.7444444444444445,0.4253530158333333,0.3766544145833334,0.45391592
1544037300,136,0.7555555555555555,0.4681324112499999,0.3627895995833333,0.4651739112499999
1544037420,138,0.7666666666666667,0.4976426804166666,0.3590822258333334,0.4442928858333334
1544037540,140,0.7777777777777778,0.4796830458333333,0.3759949275,0.37662985125
1544037660,142,0.7888888888888889,0.4864454604166667,0.3824376333333333,0.3796761254166667
1544037780,144,0.8,0.4534820333333333,0.35945512125,0.3869748958333333
1544037900,146,0.8111111111111111,0.44935834375,0.3334090295833333,0.4063138416666666
1544038020,148,0.8222222222222222,0.4089218600000001,0.3148639816666666,0.4028729779166666
1544038140,150,0.8333333333333334,0.4152349116666666,0.3487875566666667,0.3919120620833333
1544038260,152,0.8444444444444444,0.41022697875,0.35008612375,0.34890083125
1544038380,154,0.8555555555555555,0.3914226666666667,0.3594739604166667,0.3488595545833334
1544038500,156,0.8666666666666667,0.3899566820833333,0.35134755625,0.3528992320833334
1544038620,158,0.8777777777777778,0.3410854270833333,0.33196944125,0.3229392266666667
1544038740,160,0.8888888888888888,0.3479999320833334,0.3217932733333333,0.3355191420833333
1544038860,162,0.9,0.36804510375,0.32182230375,0.3630370258333333
1544038980,164,0.9111111111111112,0.40150731375,0.33243907125,0.3917046441666666
1544039100,166,0.9222222222222224,0.4330261266666665,0.3708792358333334,0.4328458149999999
1544039220,168,0.9333333333333332,0.41367700375,0.37380437125,0.3915246041666667
1544039340,170,0.9444444444444444,0.4758612612499999,0.4027600070833333,0.47946416875
1544039460,172,0.9555555555555556,0.4671279841666666,0.4114154275,0.4764554654166666
1544039580,174,0.9666666666666668,0.5942875429166665,0.3870638354166666,0.3797945545833333
1544039700,176,0.9777777777777776,0.6408808554166666,0.37599667875,0.3768926129166666
1544039820,178,0.9888888888888888,0.5299691837499999,0.3171947204166666,0.3869523816666667
1544039940,180,1.0,0.1045548108333333,0.3185522445833333,0.38017351125
