unix,minute,test_progress,final_avg_BVP,mt1_avg_BVP,mt2_avg_BVP
1544038020,148,0.8222222222222222,-0.0685940104166666,-0.00774453125,-0.0522890624999999
1544038140,150,0.8333333333333334,-0.2010325520833333,-0.0019328124999999,0.1861244791666665
1544038260,152,0.8444444444444444,0.3181343749999999,0.0067270833333333,-0.2348687500000001
1544038380,154,0.8555555555555555,-0.1568302083333334,0.0047658854166666,0.1422390625
1544038500,156,0.8666666666666667,0.0483773437499999,0.0254739583333333,0.01669921875
1544038620,158,0.8777777777777778,-0.2514130208333333,-0.0314083333333333,-0.3246317708333331
1544038740,160,0.8888888888888888,0.0045234374999999,0.0078385416666666,0.2044802083333335
1544038860,162,0.9,-0.0677880208333332,0.0060341145833333,0.0230208333333333
1544038980,164,0.9111111111111112,0.1028684895833332,-0.0060338541666666,0.1562778645833334
1544039100,166,0.9222222222222224,-0.05691953125,-0.0092445312499999,-0.0877757812499999
1544039220,168,0.9333333333333332,-0.0273820312499998,0.00392734375,-0.0960257812499999
1544039340,170,0.9444444444444444,-0.1953669270833334,-0.00043515625,0.3361002604166664
1544039460,172,0.9555555555555556,0.09453203125,-0.0026927083333333,-0.3262596354166666
1544039580,174,0.9666666666666668,0.0779934895833334,0.0135856770833333,0.0989648437499997
1544039700,176,0.9777777777777776,0.1754127604166667,-0.0284838541666666,0.1801734374999999
1544039820,178,0.9888888888888888,-0.0469161458333334,0.0107104166666666,-0.6087783854166667
1544039940,180,1.0,0.01647421875,0.0131255208333333,0.2914304687500001
