unix,s1_mt2_TEMP,minute,s2_mt2_TEMP,s3_mt2_TEMP,s4_mt2_TEMP,s5_mt2_TEMP,s6_mt2_TEMP,s7_mt2_TEMP,s8_mt2_TEMP,s9_mt2_TEMP,s10_mt2_TEMP,test_progress,avg_TEMP
1541861500,21.137916666666666,1,29.032833333333333,26.983249999999998,25.928833333333333,30.4965,21.207833333333333,20.99566666666667,21.33608333333333,30.897166666666667,20.826666666666668,0.011111111111111112,24.884274999999995
1541861560,21.37,2,29.274833333333333,26.89016666666667,26.056166666666666,30.81066666666667,22.42925,21.056333333333335,26.90125,30.809583333333332,20.551750000000002,0.022222222222222223,25.615000000000002
1541861620,23.928416666666667,3,29.340916666666665,26.833333333333332,26.412666666666667,31.151416666666666,26.245416666666664,23.23391666666667,30.657083333333333,30.857166666666668,27.25175,0.03333333333333333,27.591208333333334
1541861680,26.959833333333332,4,29.214666666666666,26.82091666666667,26.208416666666665,31.39858333333333,30.377083333333335,25.918333333333333,31.657833333333333,30.866666666666667,29.742583333333336,0.044444444444444446,28.916491666666666
1541861740,27.509333333333334,5,29.774583333333332,26.916333333333334,26.909166666666668,31.558333333333334,30.486916666666666,25.73325,31.52625,31.068166666666666,30.15266666666667,0.05555555555555555,29.163500000000006
1541861800,27.706833333333336,6,29.952416666666668,26.997833333333336,27.394000000000002,31.57475,30.273833333333336,25.86733333333333,31.696083333333334,31.113916666666668,30.204833333333333,0.06666666666666667,29.278183333333335
1541861860,27.839583333333334,7,30.06625,27.016583333333337,27.771916666666666,31.640916666666666,30.337,25.886333333333333,31.619166666666665,31.104416666666665,30.22416666666667,0.07777777777777778,29.350633333333338
1541861920,27.888666666666666,8,30.200083333333335,27.040916666666668,27.790333333333333,31.688750000000002,30.127333333333333,25.83308333333333,31.510833333333334,31.144333333333336,30.179916666666667,0.08888888888888889,29.340425
1541861980,28.022166666666667,9,30.3215,27.0195,27.537666666666667,31.7205,29.714833333333335,25.8355,31.615333333333336,30.90758333333333,30.204833333333333,0.1,29.289941666666664
1541862040,28.169083333333333,10,30.42125,27.049333333333333,28.07,31.767083333333336,29.45725,25.910416666666666,31.5875,31.16433333333333,29.868083333333335,0.1111111111111111,29.346433333333334
1541862100,28.27625,11,30.42,27.08716666666667,28.171333333333333,31.7975,29.507583333333333,25.980166666666666,31.547666666666665,31.46575,29.902333333333335,0.12222222222222222,29.415575
1541862160,28.323916666666666,12,30.345833333333335,27.117250000000002,28.49725,31.82925,29.521,26.0305,31.59283333333333,31.827083333333334,30.1285,0.13333333333333333,29.521341666666665
1541862220,28.400333333333332,13,30.42325,27.131666666666664,28.685833333333335,31.980666666666664,29.546083333333335,26.33758333333333,31.5085,32.093833333333336,30.028916666666664,0.14444444444444443,29.613666666666667
1541862280,28.489416666666667,14,30.536,27.20525,28.78666666666667,32.04,29.641333333333332,26.386916666666664,31.302166666666665,32.072250000000004,29.923000000000002,0.15555555555555556,29.638299999999997
1541862340,28.699,15,30.442333333333334,27.212666666666667,28.797166666666666,32.065916666666666,29.7915,26.472916666666666,30.871750000000002,32.1505,29.954416666666667,0.16666666666666666,29.64581666666666
1541862400,28.725166666666667,16,30.444,26.974666666666668,28.478333333333335,32.144375,29.95325,26.644416666666665,30.877333333333336,32.23883333333333,29.932583333333334,0.17777777777777778,29.641295833333334
1541862460,28.707666666666668,17,30.538333333333334,26.941583333333334,28.5125,32.167249999999996,30.077166666666667,26.763166666666667,30.702833333333334,32.32279166666667,29.939083333333333,0.18888888888888888,29.6672375
1541862520,28.612583333333337,18,30.614416666666667,27.227916666666665,28.81025,32.23470833333333,30.29675,26.58491666666667,30.559666666666665,32.418458333333334,30.09325,0.2,29.745291666666663
1541862580,28.67233333333333,19,30.690333333333335,27.571,28.80441666666667,32.339333333333336,30.612583333333337,26.616333333333333,30.574416666666664,32.470083333333335,29.88475,0.2111111111111111,29.82355833333333
1541862640,28.770416666666666,20,30.74191666666667,27.83925,28.832833333333333,32.234625,30.824,26.734750000000002,30.69875,32.4645,29.8145,0.2222222222222222,29.895554166666663
1541862700,28.994833333333336,21,30.882833333333334,28.2455,28.87408333333333,32.280541666666664,31.35525,26.74866666666667,30.734666666666666,32.527625,29.88925,0.23333333333333334,30.053325
