unix,s1_final_HR,minute,s2_final_HR,s3_final_HR,s4_final_HR,s5_final_HR,s6_final_HR,s7_final_HR,s8_final_HR,s9_final_HR,s10_final_HR,test_progress,avg_HR
1544031121,97.30766666666666,33,108.95716666666667,108.85866666666668,85.38316666666667,100.664,73.21000000000001,73.1755,70.81649999999999,79.02533333333334,72.58083333333335,0.18333333333333332,86.99788333333335
1544031181,107.85549999999999,34,110.86149999999999,83.058,83.075,95.84033333333333,77.41166666666666,71.07816666666666,74.84916666666666,76.68133333333334,99.41716666666666,0.18888888888888888,88.01278333333332
1544031241,99.07783333333333,35,109.1625,86.27916666666667,77.70166666666667,91.54933333333334,71.00833333333334,73.82983333333333,78.65383333333332,74.01516666666666,121.84916666666666,0.19444444444444445,88.31268333333333
1544031301,88.673,36,99.78216666666667,87.25949999999999,70.95700000000001,82.04366666666667,77.14516666666667,68.90016666666666,75.8065,85.13616666666667,70.38416666666667,0.2,80.60875000000001
1544031361,100.54416666666665,37,106.861,88.97733333333333,68.90450000000001,99.01583333333333,67.5935,73.71466666666667,84.05033333333334,83.8335,76.47800000000001,0.20555555555555555,84.99728333333333
1544031421,105.20700000000001,38,104.28233333333333,78.15133333333333,77.18833333333333,89.59883333333333,59.9405,85.58233333333332,87.321,82.054,70.66183333333333,0.2111111111111111,83.99875
1544031481,107.31716666666667,39,108.02666666666667,74.551,70.49033333333334,79.09033333333333,69.42016666666667,94.28733333333334,103.69283333333333,81.79766666666666,86.70583333333335,0.21666666666666667,87.53793333333331
1544031541,106.7675,40,116.44516666666667,85.4305,70.44149999999999,85.72316666666667,75.91983333333334,101.67416666666666,125.95483333333333,81.61449999999999,86.08716666666666,0.2222222222222222,93.60583333333334
1544031601,98.2245,41,117.6875,90.24316666666667,71.59266666666667,97.41016666666665,75.615,79.7645,104.796,84.856,84.97716666666666,0.22777777777777777,90.51666666666668
1544031661,95.21483333333335,42,107.83883333333333,84.63333333333334,74.38933333333333,107.11216666666665,75.69066666666666,73.96866666666666,73.007,83.12533333333333,106.02333333333333,0.23333333333333334,88.10034999999999
1544031721,100.43716666666666,43,108.53133333333334,73.02066666666666,78.545,97.99583333333334,80.25866666666667,81.001,65.60816666666666,82.62966666666667,92.66666666666667,0.2388888888888889,86.06941666666667
1544031781,106.839,44,107.466,73.72633333333333,82.79016666666666,103.21499999999999,74.7025,86.6785,71.62483333333333,81.57,89.30933333333333,0.24444444444444444,87.79216666666666
1544031841,105.59766666666665,45,112.81333333333333,97.47616666666666,77.83566666666667,106.60416666666667,76.63466666666666,98.21783333333333,76.68299999999999,81.22666666666667,83.95100000000001,0.25,91.70401666666667
1544031901,89.69733333333333,46,114.36683333333333,93.22133333333333,74.29933333333334,108.88433333333334,72.42016666666667,72.87783333333333,77.73316666666666,78.76983333333332,81.89666666666668,0.25555555555555554,86.41668333333334
1544031961,75.07733333333334,47,114.07933333333334,77.79866666666666,80.12033333333333,103.00666666666666,70.48066666666666,72.93483333333333,75.7675,81.64366666666666,72.40249999999999,0.2611111111111111,82.33115000000001
1544032021,73.71233333333333,48,118.37966666666667,71.47966666666666,79.548,105.85516666666668,68.396,75.74466666666667,70.14450000000001,77.328,75.19466666666668,0.26666666666666666,81.57826666666666
1544032081,83.74833333333332,49,119.08233333333332,85.64066666666668,70.72333333333333,97.42783333333334,70.661,118.35100000000001,62.126333333333335,77.87383333333334,76.25533333333333,0.2722222222222222,86.189
1544032141,99.53583333333333,50,114.9975,101.47666666666667,71.76683333333334,86.1515,68.82133333333333,137.15266666666668,73.58516666666667,82.14699999999999,75.33183333333334,0.2777777777777778,91.09663333333334
1544032201,106.45716666666667,51,117.06716666666667,90.734,78.85516666666668,99.80300000000001,71.03583333333333,102.363,101.04299999999999,79.28533333333333,79.59283333333333,0.2833333333333333,92.62365
1544032261,94.7465,52,110.27016666666667,89.354,76.26083333333332,96.84833333333333,73.12683333333332,104.71716666666666,97.61833333333334,78.66000000000001,80.35466666666666,0.28888888888888886,90.19568333333333
1544032321,90.50983333333333,53,111.97,90.00483333333334,73.01566666666666,98.184,84.87783333333333,122.01866666666666,86.89899999999999,78.84416666666667,91.5335,0.29444444444444445,92.78575000000001
1544032381,103.17883333333333,54,110.41616666666667,90.28616666666667,73.23766666666667,108.20883333333333,75.80850000000001,124.14766666666667,78.94149999999999,77.18733333333333,98.16633333333334,0.3,93.9579
1544032441,106.53916666666667,55,116.03683333333333,86.94833333333332,82.07283333333334,99.4455,69.546,108.58500000000001,78.5425,77.42666666666668,82.0735,0.3055555555555556,90.72163333333333
1544032501,120.78416666666666,56,117.90966666666667,82.42433333333334,82.97633333333333,106.36683333333333,72.75666666666666,115.161,79.96533333333333,76.96783333333333,73.6255,0.3111111111111111,92.89376666666666
1544032561,104.738,57,115.58666666666666,68.23516666666667,68.01216666666667,98.18733333333333,70.93516666666666,93.73033333333333,95.128,80.82133333333333,79.04400000000001,0.31666666666666665,87.44181666666665
1544032621,103.86449999999999,58,115.91766666666668,68.6945,71.52066666666666,99.94699999999999,70.35783333333333,73.08683333333333,92.16799999999999,88.94966666666666,82.56133333333334,0.32222222222222224,86.7068
1544032681,101.5125,59,114.05333333333333,66.03766666666667,74.23383333333332,86.19616666666667,74.23949999999999,76.286,80.85183333333333,79.16983333333333,85.421,0.3277777777777778,83.80016666666668
1544032741,107.65716666666667,60,102.62416666666667,80.98416666666667,75.184,66.53883333333333,78.54549999999999,75.08116666666666,91.06683333333334,74.34833333333333,75.89183333333334,0.3333333333333333,82.79220000000001
1544032801,94.80883333333333,61,88.76533333333333,76.53516666666665,88.08733333333333,71.90733333333333,79.96683333333334,79.29266666666668,102.59366666666666,77.56750000000001,84.3625,0.3388888888888889,84.38871666666667
1544032861,88.9795,62,110.85516666666668,75.71133333333334,105.11083333333333,68.52583333333334,83.57983333333333,82.10333333333332,81.91550000000001,78.76083333333332,110.05300000000001,0.34444444444444444,88.55951666666667
1544032921,108.96033333333334,63,110.16016666666665,75.00466666666667,93.78266666666667,74.877,72.08183333333334,74.503,90.94783333333334,76.875,84.52749999999999,0.35,86.17200000000001
1544032981,105.46233333333333,64,112.19666666666667,81.29366666666667,101.14633333333333,83.21383333333333,68.69233333333334,68.87899999999999,102.14716666666666,75.2175,82.6315,0.35555555555555557,88.08803333333333
1544033041,100.09666666666666,65,115.50816666666667,89.236,77.81033333333333,81.1275,64.10966666666667,76.98566666666667,87.94183333333334,77.46783333333333,79.7265,0.3611111111111111,85.00101666666667
1544033101,103.63000000000001,66,115.76616666666668,82.96900000000001,73.22283333333333,83.8465,66.1215,65.36733333333333,88.30266666666667,76.64750000000001,89.9515,0.36666666666666664,84.58250000000001
1544033161,86.2505,67,114.45833333333333,84.06283333333334,75.44149999999999,81.21116666666667,72.75133333333333,73.164,90.39816666666667,76.18566666666668,85.063,0.37222222222222223,83.89865
1544033221,85.85650000000001,68,113.92566666666667,79.86166666666666,74.53299999999999,102.1625,71.35316666666667,83.5715,88.53783333333332,79.37366666666667,82.59816666666667,0.37777777777777777,86.17736666666666
1544033281,105.23633333333333,69,107.02833333333334,86.73383333333332,78.32,106.77616666666667,90.6555,76.10383333333333,76.66083333333333,79.57,80.55616666666667,0.38333333333333336,88.7641
1544033341,114.70666666666666,70,114.079,79.18833333333333,77.57166666666667,94.8285,80.33316666666666,79.32333333333332,81.507,69.91783333333333,84.73333333333333,0.3888888888888889,87.61888333333333
1544033401,105.72866666666667,71,111.6695,71.60683333333333,68.17016666666667,92.7085,75.39033333333333,96.135,76.76333333333334,71.23566666666667,87.2505,0.39444444444444443,85.66585
1544033461,92.81633333333333,72,112.087,84.391,69.723,92.99466666666667,81.35183333333333,85.37616666666666,78.69166666666666,73.44666666666667,91.15766666666667,0.4,86.20360000000001
1544033521,84.24183333333333,73,109.61083333333333,95.85283333333334,80.12316666666668,87.55933333333334,108.19783333333334,74.19833333333332,98.32616666666667,77.661,90.8295,0.40555555555555556,90.66008333333335
1544033581,93.028,74,103.91933333333333,100.70733333333332,78.7825,79.55366666666667,83.87683333333332,78.52783333333333,95.04716666666667,77.45766666666667,80.60083333333334,0.4111111111111111,87.15011666666668
1544033641,91.85833333333333,75,109.24966666666666,111.75016666666667,74.193,87.69916666666667,72.99183333333333,74.845,86.65599999999999,75.27533333333332,105.471,0.4166666666666667,88.99895
1544033701,106.66483333333333,76,103.127,108.762,68.208,90.26566666666666,72.37133333333333,67.88183333333333,89.18666666666667,75.37516666666667,100.7355,0.4222222222222222,88.25780000000002
1544033761,106.0255,77,97.2835,132.99866666666668,77.55433333333333,86.613,82.43249999999999,74.4275,87.27516666666666,74.405,95.22316666666667,0.42777777777777776,91.42383333333333
1544033821,103.34216666666666,78,102.77716666666667,109.846,77.8595,97.29016666666666,74.91499999999999,77.58733333333333,80.65783333333334,77.87733333333334,103.40166666666667,0.43333333333333335,90.55541666666667
1544033881,80.5465,79,103.36566666666666,96.79716666666667,82.10916666666667,114.07316666666667,91.35783333333333,74.80883333333333,81.33716666666666,78.61416666666668,86.64266666666667,0.4388888888888889,88.96523333333334
1544033941,77.55199999999999,80,103.65450000000001,94.44983333333333,80.89783333333334,111.39883333333334,83.718,73.681,77.17266666666666,82.73183333333333,81.74216666666666,0.4444444444444444,86.69986666666667
1544034001,80.5825,81,102.39416666666666,104.2085,82.57199999999999,84.44200000000001,70.21916666666667,65.05583333333333,77.60233333333333,75.34549999999999,76.80933333333334,0.45,81.92313333333334
1544034061,73.78866666666666,82,101.97966666666666,89.42583333333333,74.0255,73.63216666666668,71.4485,87.41683333333334,71.47083333333333,76.9945,75.03083333333333,0.45555555555555555,79.52133333333333
1544034121,84.18633333333334,83,105.81033333333333,82.08216666666667,87.52366666666667,74.7985,76.91566666666667,99.75666666666666,77.04316666666666,80.56233333333333,79.80183333333333,0.46111111111111114,84.84806666666665
1544034181,108.1695,84,108.0485,83.528,100.12366666666667,92.58449999999999,77.63416666666667,101.58,82.18283333333333,79.36816666666667,85.27066666666666,0.4666666666666667,91.849
1544034241,106.25366666666667,85,106.20116666666667,84.3635,83.8865,83.84683333333334,73.95,96.84916666666666,84.57466666666666,75.7535,75.40599999999999,0.4722222222222222,87.10849999999999
1544034301,97.99616666666667,86,103.21816666666668,88.5165,74.52883333333332,81.52250000000001,78.95416666666667,109.7825,80.13883333333334,73.08449999999999,68.73066666666666,0.4777777777777778,85.64728333333333
1544034361,88.1505,87,102.13316666666667,74.49166666666666,75.75333333333333,93.60216666666666,78.54816666666667,92.8685,82.67766666666667,66.87033333333333,85.26950000000001,0.48333333333333334,84.0365
1544034421,89.3775,88,106.4565,73.9355,81.68083333333334,90.3115,91.46499999999999,79.96016666666667,81.82616666666667,66.99683333333333,84.77233333333334,0.4888888888888889,84.67823333333334
1544034481,69.9675,89,109.015,82.57733333333334,73.38916666666667,88.97566666666667,77.96583333333334,84.9575,88.068,77.19133333333333,94.27866666666667,0.49444444444444446,84.6386
1544034541,72.27383333333334,90,107.1955,94.01716666666667,80.346,77.89750000000001,68.29299999999999,72.50416666666666,97.96000000000001,85.74183333333333,78.71116666666667,0.5,83.49401666666668
1544034601,88.27600000000001,91,103.616,76.40583333333333,80.75333333333333,88.54416666666665,65.825,69.4765,93.28150000000001,79.29166666666667,76.83866666666667,0.5055555555555555,82.23086666666667
1544034661,80.85733333333333,92,103.1955,75.9915,71.80199999999999,89.71983333333333,69.5765,75.30666666666666,92.133,76.64916666666666,84.22800000000001,0.5111111111111111,81.94595
1544034721,92.0515,93,110.78833333333334,86.03466666666667,81.31366666666666,78.98683333333334,75.04616666666668,69.7965,98.538,79.55416666666666,84.86183333333334,0.5166666666666667,85.69716666666667
1544034781,75.81933333333333,94,106.9665,99.962,74.83183333333334,73.29333333333334,76.6085,66.61216666666667,83.20916666666668,75.64016666666666,91.51700000000001,0.5222222222222223,82.446
1544034841,74.06866666666666,95,110.49233333333333,92.83883333333333,78.75316666666666,59.019999999999996,78.81283333333334,76.4645,76.28649999999999,78.53299999999999,73.71066666666667,0.5277777777777778,79.89804999999998
1544034901,97.94266666666667,96,107.5175,93.79816666666667,96.25083333333333,66.045,71.361,76.19016666666667,88.0335,80.49116666666667,67.44066666666667,0.5333333333333333,84.50706666666666
1544034961,117.874,97,108.29916666666666,72.68116666666667,83.42450000000001,75.23883333333333,68.70983333333334,67.45016666666668,85.52716666666667,79.89816666666667,81.04866666666666,0.5388888888888889,84.01516666666666
1544035021,108.74600000000001,98,107.886,75.81700000000001,73.22383333333333,86.287,71.55033333333334,70.90066666666667,84.44316666666667,77.162,79.65616666666666,0.5444444444444444,83.56721666666667
1544035081,89.5215,99,110.27199999999999,74.40483333333333,72.9835,105.01016666666666,70.88533333333334,85.92766666666667,71.21350000000001,77.99383333333334,75.42616666666666,0.55,83.36385000000001
1544035141,73.38683333333333,100,114.89699999999999,73.11433333333333,63.82816666666667,95.44516666666667,70.83366666666667,82.63783333333335,93.6735,79.83850000000001,74.79983333333332,0.5555555555555556,82.24548333333334
1544035201,85.31266666666667,101,114.78299999999999,85.65816666666666,74.32633333333334,85.79400000000001,68.68249999999999,75.5465,113.82616666666667,74.44466666666668,79.51566666666668,0.5611111111111111,85.78896666666665
1544035261,85.568,102,112.8245,90.39966666666668,108.20833333333333,75.62766666666667,70.11916666666666,78.80783333333333,98.74783333333333,78.55816666666666,88.83183333333334,0.5666666666666667,88.76929999999999
1544035321,78.32983333333333,103,109.85966666666667,92.91366666666666,116.7735,81.56,78.73883333333333,83.35083333333334,89.88133333333333,77.76733333333333,84.96483333333335,0.5722222222222222,89.41398333333333
1544035381,70.61233333333332,104,108.36333333333333,91.102,129.71083333333334,88.424,90.3815,101.16883333333334,77.20366666666668,77.6815,86.22966666666666,0.5777777777777777,92.08776666666665
1544035441,74.4465,105,108.30616666666667,74.25733333333332,110.79466666666667,89.62833333333333,76.80383333333333,112.54533333333333,86.75766666666667,72.85683333333333,78.115,0.5833333333333334,88.45116666666668
1544035501,86.72133333333333,106,110.81666666666666,77.69833333333332,90.063,86.87283333333333,71.15,81.297,95.82233333333333,77.44766666666666,86.08766666666666,0.5888888888888889,86.39768333333333
1544035561,92.54866666666666,107,108.11966666666667,85.60616666666667,70.88216666666668,86.9535,72.71350000000001,72.23649999999999,84.59183333333334,76.46066666666667,93.59316666666668,0.5944444444444444,84.37058333333333
1544035621,97.0285,108,107.3725,85.36133333333333,71.13833333333334,78.107,67.51116666666667,73.48066666666666,110.0115,75.29950000000001,84.48866666666666,0.6,84.97991666666665
1544035681,83.01849999999999,109,106.735,88.61433333333333,72.20666666666666,77.14616666666667,67.11066666666666,85.33566666666667,126.9665,82.87899999999999,94.94983333333333,0.6055555555555555,88.49623333333332
1544035741,97.69016666666667,110,101.9465,93.72416666666666,62.03816666666667,75.29483333333333,74.94266666666667,87.53116666666666,134.26866666666666,81.11833333333334,100.02966666666666,0.6111111111111112,90.85843333333334
1544035801,85.39450000000001,111,99.63000000000001,74.411,68.01033333333334,72.90016666666666,68.49116666666667,78.14933333333333,119.85466666666666,79.20166666666667,92.98116666666667,0.6166666666666667,83.90240000000001
1544035861,79.17516666666667,112,97.17,72.02316666666667,70.19633333333333,83.972,71.2265,70.43716666666666,96.18083333333334,83.05083333333333,77.63716666666666,0.6222222222222222,80.10691666666665
1544035921,107.82066666666667,113,102.20133333333334,78.12683333333332,73.88866666666667,106.22833333333332,67.959,67.07616666666667,75.98049999999999,85.5265,78.27983333333333,0.6277777777777778,84.30878333333332
1544035981,106.22933333333334,114,107.1135,78.3595,96.18516666666666,97.36466666666666,69.20683333333334,78.50500000000001,80.36683333333333,83.15166666666667,69.93116666666667,0.6333333333333333,86.64136666666666
1544036041,96.83766666666666,115,105.97733333333333,85.72883333333333,89.4785,100.77283333333334,73.58033333333333,84.66316666666667,95.75383333333333,85.605,80.47116666666668,0.6388888888888888,89.88686666666668
1544036101,84.65316666666666,116,100.38916666666667,99.51916666666666,95.52616666666667,103.12433333333334,78.26616666666668,83.154,92.35516666666668,79.93249999999999,84.7355,0.6444444444444445,90.16553333333334
1544036161,77.66149999999999,117,97.79216666666666,89.45049999999999,73.287,97.2675,75.00133333333333,77.591,85.211,78.70083333333334,81.03966666666666,0.65,83.30024999999999
1544036221,90.34383333333334,118,98.9295,89.47783333333334,66.977,83.7835,73.82666666666667,80.7235,96.6455,95.93333333333334,80.316,0.6555555555555556,85.69566666666667
1544036281,94.6975,119,102.73266666666667,75.03783333333334,69.7535,73.74733333333333,77.72116666666666,78.54383333333334,94.10633333333334,86.85283333333334,76.69966666666666,0.6611111111111111,82.98926666666667
1544036341,84.611,120,95.22633333333333,72.47833333333332,70.25066666666666,81.68599999999999,82.84933333333333,80.74233333333333,101.8295,83.9385,76.88566666666667,0.6666666666666666,83.04976666666666
1544036401,81.17933333333333,121,107.23783333333334,79.04233333333333,71.64666666666668,84.82233333333333,79.60383333333333,77.50633333333333,94.70450000000001,84.1845,79.59316666666668,0.6722222222222223,83.95208333333333
1544036461,72.98583333333333,122,104.34783333333333,67.4455,74.11433333333333,89.5525,93.03183333333332,86.76516666666666,84.50316666666666,80.7625,98.77316666666667,0.6777777777777778,85.22818333333332
1544036521,74.84466666666667,123,107.0955,63.9565,73.01299999999999,105.795,85.93133333333334,85.055,82.15616666666666,81.62933333333334,98.45633333333333,0.6833333333333333,85.79328333333333
1544036581,77.18166666666666,124,104.68233333333333,61.13666666666666,99.093,103.70433333333334,81.063,75.48783333333334,82.52483333333333,90.355,88.2825,0.6888888888888889,86.35111666666667
1544036641,85.59233333333333,125,101.269,70.03216666666667,116.34483333333333,99.54133333333333,71.69066666666666,71.61933333333333,94.24666666666667,104.32283333333334,91.257,0.6944444444444444,90.59161666666667
1544036701,86.52366666666667,126,100.25783333333334,81.45916666666668,127.11883333333334,94.81433333333332,87.01166666666667,101.46333333333334,79.35300000000001,81.37433333333334,82.2525,0.7,92.16286666666667
1544036761,95.21833333333333,127,102.97633333333333,84.11433333333333,141.03966666666665,96.9385,73.30783333333333,108.79783333333333,80.04950000000001,91.588,59.342,0.7055555555555556,93.33723333333332
1544036821,90.4055,128,105.9695,92.99766666666666,110.75983333333333,101.73016666666668,68.80216666666666,110.69699999999999,64.75566666666667,81.94066666666666,64.4105,0.7111111111111111,89.24686666666665
1544036881,88.59750000000001,129,104.6895,92.72633333333333,93.34966666666666,97.85016666666667,67.74333333333333,86.61416666666668,64.592,77.12566666666666,76.182,0.7166666666666667,84.94703333333334
1544036941,104.40799999999999,130,102.38233333333332,69.135,73.31483333333334,98.4175,68.22783333333334,76.54633333333332,77.179,82.42766666666667,67.534,0.7222222222222222,81.95725
1544037001,93.46816666666668,131,101.49566666666666,79.586,76.63016666666667,97.05166666666668,67.10416666666667,79.22383333333333,81.83133333333333,82.903,76.24433333333333,0.7277777777777777,83.55383333333334
1544037061,98.15,132,113.1135,85.57516666666668,74.2105,95.86433333333333,73.26316666666666,81.05716666666667,83.94699999999999,73.21666666666667,80.44833333333332,0.7333333333333333,85.88458333333332
1544037121,77.06183333333334,133,105.25966666666666,78.8625,79.0735,100.07766666666666,79.54549999999999,59.87533333333333,75.3545,67.19866666666667,74.067,0.7388888888888889,79.63761666666667
1544037181,69.74633333333333,134,93.66883333333334,91.60483333333333,68.97883333333334,102.60833333333333,71.32316666666667,71.10650000000001,75.48916666666668,86.11633333333333,81.369,0.7444444444444445,81.20113333333335
1544037241,78.12333333333332,135,105.83366666666667,80.06466666666667,77.99366666666667,98.55733333333333,79.52950000000001,91.70916666666668,84.66333333333334,80.34766666666665,82.51533333333333,0.75,85.93376666666666
1544037301,72.6805,136,106.73416666666667,84.09516666666667,73.83183333333334,100.36699999999999,71.006,84.22016666666667,83.40566666666668,73.8035,80.509,0.7555555555555555,83.0653
1544037361,87.33183333333334,137,104.01533333333333,90.12533333333334,80.06333333333333,101.55383333333333,68.894,83.25733333333332,83.52083333333333,84.613,77.3295,0.7611111111111111,86.07043333333336
1544037421,84.53283333333334,138,105.08716666666666,83.548,97.58083333333335,104.11033333333333,72.79866666666666,80.2565,91.19016666666667,82.834,78.681,0.7666666666666667,88.06195
1544037481,83.291,139,106.88316666666667,78.86083333333333,85.37049999999999,73.94250000000001,66.76950000000001,84.79016666666666,100.78566666666667,81.7665,85.83183333333334,0.7722222222222223,84.82916666666667
1544037541,80.14366666666666,140,109.019,82.695,74.205,67.91683333333334,71.57283333333334,80.93533333333333,100.33500000000001,80.38133333333333,88.34833333333333,0.7777777777777778,83.55523333333335
1544037601,102.87866666666667,141,104.49966666666666,83.18233333333333,78.21483333333335,90.72816666666667,77.89466666666667,84.37400000000001,103.15100000000001,78.231,82.53,0.7833333333333333,88.56843333333333
1544037661,154.2845,142,93.15,67.86683333333333,86.02183333333333,109.94966666666666,71.79916666666666,104.7145,109.01183333333333,77.863,73.47166666666666,0.7888888888888889,94.81330000000001
1544037721,95.86999999999999,143,84.94616666666667,74.691,95.46383333333333,120.08866666666667,73.42699999999999,96.73483333333334,111.48616666666666,86.7555,71.25616666666666,0.7944444444444444,91.07193333333333
1544037781,106.39416666666666,144,94.39,67.76616666666668,82.55199999999999,107.61816666666667,77.2505,77.71783333333333,100.05766666666666,73.4475,79.06283333333334,0.8,86.62568333333334
1544037841,97.00033333333334,145,96.78283333333334,81.23133333333334,81.666,90.45716666666667,78.19733333333333,70.92083333333333,88.68683333333334,61.621833333333335,74.76366666666667,0.8055555555555556,82.13281666666667
