unix,s1_mt1_HR,minute,s2_mt1_HR,s3_mt1_HR,s4_mt1_HR,s5_mt1_HR,s6_mt1_HR,s7_mt1_HR,s8_mt1_HR,s9_mt1_HR,s10_mt1_HR,test_progress,avg_HR
1539438501,125.04433333333333,1,117.002,77.48933333333333,81.55099999999999,79.13083333333334,141.70916666666665,130.56083333333333,123.51316666666666,94.051,109.0835,0.011111111111111112,107.91351666666667
1539438561,117.40216666666667,2,110.00883333333333,75.22866666666667,105.18833333333333,78.57883333333332,137.34216666666669,98.29116666666667,112.40416666666667,106.27933333333334,122.43516666666666,0.022222222222222223,106.31588333333335
1539438621,107.71516666666666,3,134.5365,79.38516666666666,87.01316666666666,72.97049999999999,168.6575,90.29816666666667,123.74333333333334,128.2335,126.18316666666666,0.03333333333333333,111.87361666666668
1539438681,99.44316666666667,4,145.40633333333332,80.01916666666666,129.6215,82.54166666666667,164.40816666666666,93.90433333333334,134.5365,134.94216666666665,111.4105,0.044444444444444446,117.62334999999999
1539438741,103.7555,5,127.87433333333334,82.75016666666667,148.4065,81.59966666666668,135.56233333333333,78.40216666666667,134.12866666666667,111.009,93.4525,0.05555555555555555,109.69408333333334
1539438801,88.58200000000001,6,109.2665,86.82866666666668,142.406,98.51383333333334,113.44333333333334,76.03999999999999,141.978,107.30683333333333,84.67816666666666,0.06666666666666667,104.90433333333333
1539438861,102.03500000000001,7,111.769,92.94666666666667,118.2465,101.55166666666668,90.3215,78.22783333333334,115.778,90.68533333333333,83.06833333333334,0.07777777777777778,98.46298333333334
1539438921,75.27600000000001,8,107.63083333333334,112.20483333333333,127.11516666666667,107.14,81.55916666666667,93.35233333333333,102.6685,94.01483333333334,97.79199999999999,0.08888888888888889,99.87536666666668
1539438981,78.63316666666667,9,96.37950000000001,99.32083333333334,118.77533333333334,113.51583333333333,104.40366666666667,106.741,93.3685,76.37650000000001,111.12283333333333,0.1,99.86371666666666
1539439041,90.39633333333333,10,107.78216666666667,82.13799999999999,84.37333333333332,102.76,106.23783333333333,97.39200000000001,100.97116666666668,82.59333333333333,99.15966666666667,0.1111111111111111,95.38038333333334
1539439101,81.122,11,109.53766666666667,75.3125,94.65383333333332,92.55083333333333,108.33649999999999,109.40133333333333,112.12583333333333,91.77216666666666,93.7385,0.12222222222222222,96.85511666666667
1539439161,82.14716666666666,12,89.172,78.39083333333333,88.1665,82.43466666666667,118.282,106.8005,110.40666666666667,66.891,75.21383333333333,0.13333333333333333,89.79051666666666
1539439221,63.4625,13,92.07583333333334,80.36416666666668,82.34433333333332,82.21233333333333,99.95716666666667,103.87733333333334,104.76950000000001,71.8275,76.83016666666667,0.14444444444444443,85.77208333333333
1539439281,71.18333333333334,14,80.50633333333333,81.51683333333334,75.25766666666667,57.63966666666667,94.348,102.473,115.08,80.42283333333333,96.99050000000001,0.15555555555555556,85.54181666666668
1539439341,73.41333333333334,15,87.25583333333334,78.05583333333334,83.164,65.2235,88.25816666666667,91.90066666666667,100.08883333333333,110.46533333333333,96.85783333333333,0.16666666666666666,87.46833333333333
1539439401,76.80383333333334,16,79.40100000000001,83.88316666666667,87.19366666666666,91.86,106.05983333333333,99.12983333333334,79.72800000000001,149.89033333333333,87.82733333333334,0.17777777777777778,94.1777
1539439461,79.06983333333332,17,88.56966666666668,111.23583333333333,77.44733333333333,95.91766666666668,117.71849999999999,95.89583333333333,85.44716666666666,116.60233333333333,111.51683333333334,0.18888888888888888,97.94210000000001
1539439521,80.42816666666666,18,78.12349999999999,82.287,100.23083333333334,93.38716666666667,98.907,91.53299999999999,82.17366666666666,88.141,94.29516666666667,0.2,88.95065000000001
1539439581,85.97749999999999,19,84.66916666666665,80.38866666666667,81.71516666666666,106.11200000000001,114.40650000000001,108.72616666666666,82.872,74.92933333333333,96.28766666666667,0.2111111111111111,91.60841666666667
1539439641,89.3625,20,95.1105,77.795,95.0335,85.73133333333334,115.48083333333334,112.0555,99.51050000000001,79.25733333333332,106.23666666666666,0.2222222222222222,95.55736666666667
1539439701,85.87583333333333,21,105.95066666666666,72.631,93.722,75.10283333333334,112.77816666666666,115.895,97.982,79.50516666666667,97.06216666666666,0.23333333333333334,93.65048333333334
1539439761,82.213,22,104.00333333333333,86.4705,69.59750000000001,85.29366666666667,99.00483333333334,112.16133333333333,89.029,95.75616666666666,76.40316666666666,0.24444444444444444,89.99324999999999
1539439821,77.9095,23,104.779,103.59766666666665,82.36033333333333,90.64183333333334,103.92133333333332,103.47083333333333,76.50033333333334,102.73683333333334,81.49316666666667,0.25555555555555554,92.74108333333334
1539439881,75.04033333333334,24,95.16483333333333,93.32716666666667,103.6015,89.04400000000001,106.6275,86.17266666666666,73.79516666666667,98.8505,89.39566666666666,0.26666666666666666,91.10193333333332
1539439941,84.555,25,81.59983333333334,81.88816666666666,112.02016666666667,95.22416666666666,106.2525,79.09716666666667,71.18816666666666,81.71666666666667,79.13583333333332,0.2777777777777778,87.26776666666667
1539440001,89.13416666666667,26,83.82766666666666,84.93883333333333,96.74433333333333,110.58583333333333,97.57783333333333,79.93183333333333,81.70700000000001,89.93666666666667,92.62866666666667,0.28888888888888886,90.70128333333332
1539440061,85.98633333333333,27,71.42483333333332,72.8875,99.15816666666666,82.57783333333333,104.5515,92.48666666666666,82.07333333333332,79.83666666666666,131.90766666666667,0.3,90.28905
1539440121,83.8325,28,100.79416666666665,96.89616666666667,84.42166666666667,69.11283333333333,86.30833333333334,81.125,78.03183333333332,74.17783333333334,141.08016666666666,0.3111111111111111,89.57804999999999
1539440181,90.19483333333332,29,106.77950000000001,89.67383333333333,67.3705,79.435,69.87916666666666,86.70116666666667,80.11966666666667,75.29616666666668,87.18933333333332,0.32222222222222224,83.26391666666667
1539440241,87.878,30,107.56216666666667,71.39583333333333,63.958333333333336,94.03983333333333,64.86866666666667,86.5855,78.497,94.53716666666666,99.45949999999999,0.3333333333333333,84.87819999999999
1539440301,88.77933333333334,31,89.76050000000001,77.0305,63.593333333333334,112.46233333333333,63.905499999999996,90.17916666666666,82.991,76.4285,101.7655,0.34444444444444444,84.68956666666666
1539440361,81.4295,32,98.24083333333333,79.57116666666667,74.15599999999999,96.24166666666666,70.20599999999999,94.8575,78.15733333333333,105.51016666666666,65.369,0.35555555555555557,84.37391666666666
1539440421,87.90683333333332,33,73.55683333333333,82.08883333333333,88.49733333333333,84.33416666666668,67.0885,76.30850000000001,72.42933333333333,96.44433333333333,73.8675,0.36666666666666664,80.25221666666668
1539440481,83.77583333333334,34,78.26466666666667,84.78099999999999,81.35683333333333,95.05466666666666,68.80083333333333,94.00949999999999,72.72183333333334,93.29666666666667,82.74733333333333,0.37777777777777777,83.48091666666666
1539440541,77.88616666666667,35,79.72766666666666,102.98416666666667,67.7075,91.08216666666667,93.92616666666666,146.49133333333333,72.3325,91.45983333333334,84.14816666666667,0.3888888888888889,90.77456666666664
