unix,s1_mt2_HR,minute,s2_mt2_HR,s3_mt2_HR,s4_mt2_HR,s5_mt2_HR,s6_mt2_HR,s7_mt2_HR,s8_mt2_HR,s9_mt2_HR,s10_mt2_HR,test_progress,avg_HR
1541862581,81.07983333333333,19,86.202,120.775,94.16149999999999,109.43233333333333,77.78,121.74866666666667,111.0035,88.24616666666667,77.92633333333333,0.2111111111111111,96.83553333333333
1541862641,79.091,20,77.41966666666667,97.76566666666666,87.10966666666667,108.19316666666667,71.31816666666667,95.95016666666668,82.571,94.72933333333334,79.57600000000001,0.2222222222222222,87.37238333333333
1541862701,75.14266666666667,21,118.76,101.8305,70.89416666666666,110.8415,86.29333333333334,86.64616666666666,93.93533333333333,98.578,81.42483333333332,0.23333333333333334,92.43465
1541862761,90.40650000000001,22,142.18166666666667,89.27749999999999,65.14666666666668,110.21316666666667,73.31933333333333,76.66783333333333,108.74466666666667,85.67916666666666,81.953,0.24444444444444444,92.35895000000001
1541862821,84.10883333333332,23,105.18599999999999,88.86766666666668,80.111,108.7625,75.07549999999999,70.21033333333334,99.3405,86.11616666666667,90.08016666666667,0.25555555555555554,88.78586666666666
1541862881,81.6285,24,102.32183333333334,90.62766666666667,81.67133333333332,107.22666666666667,57.5535,77.223,79.78783333333334,80.15483333333333,103.33466666666666,0.26666666666666666,86.15298333333332
1541862941,109.87633333333333,25,83.97766666666666,93.28850000000001,77.85033333333334,109.0035,67.11866666666667,74.93466666666667,97.77533333333332,75.6185,86.43783333333334,0.2777777777777778,87.58813333333335
1541863001,106.75766666666667,26,81.65116666666667,76.8725,75.69916666666667,108.8125,79.518,84.90333333333334,93.25016666666667,78.30566666666667,94.2895,0.28888888888888886,88.00596666666667
1541863061,113.4765,27,99.05833333333334,74.56649999999999,76.67183333333334,107.93083333333334,79.517,82.11066666666667,84.7035,104.48649999999999,121.341,0.3,94.38626666666667
1541863121,112.70333333333333,28,95.74016666666667,90.23299999999999,75.357,111.43683333333334,76.568,71.5265,79.49666666666667,113.40133333333333,111.9875,0.3111111111111111,93.84503333333333
1541863181,107.31716666666667,29,93.52516666666666,77.08850000000001,66.0735,110.90883333333333,86.23316666666666,78.486,77.51916666666666,92.11200000000001,96.77533333333332,0.32222222222222224,88.60388333333333
1541863241,98.3,30,91.66533333333334,89.34416666666667,64.45533333333334,110.07983333333333,89.0,70.3225,86.051,91.54549999999999,102.95416666666667,0.3333333333333333,89.37178333333333
1541863301,87.63083333333334,31,87.329,100.89566666666666,67.97433333333333,99.87733333333334,92.9385,67.37266666666667,87.923,96.35100000000001,102.70566666666667,0.34444444444444444,89.0998
1541863361,112.7145,32,94.306,90.14383333333333,63.30333333333333,75.88933333333333,75.61716666666666,73.7235,73.33649999999999,93.98366666666668,90.94783333333334,0.35555555555555557,84.39656666666667
1541863421,114.1985,33,99.11866666666667,99.99433333333333,60.492,60.54333333333333,73.94233333333334,75.1865,81.35650000000001,90.01483333333334,82.39416666666666,0.36666666666666664,83.72411666666667
1541863481,119.28766666666667,34,86.65983333333334,98.10316666666667,65.30133333333333,77.46849999999999,78.05866666666667,81.94266666666665,86.4465,90.5145,86.01350000000001,0.37777777777777777,86.97963333333334
1541863541,121.14366666666666,35,74.82600000000001,77.91766666666668,73.1815,109.58433333333333,79.76083333333332,91.67883333333333,76.25633333333333,88.76083333333332,93.04666666666667,0.3888888888888889,88.61566666666667
1541863601,116.935,36,101.39349999999999,82.76733333333333,87.01433333333333,111.91233333333334,80.94466666666668,107.828,78.14516666666667,75.00150000000001,89.21966666666667,0.4,93.11614999999998
1541863661,92.702,37,98.32583333333334,95.77866666666667,88.14716666666666,114.59899999999999,79.143,118.03333333333333,83.62349999999999,74.61716666666666,86.79283333333333,0.4111111111111111,93.17625
1541863721,91.02483333333333,38,72.91016666666665,105.81316666666666,78.788,114.53866666666666,76.26066666666667,110.53983333333333,82.00283333333333,87.03266666666667,85.116,0.4222222222222222,90.40268333333333
1541863781,81.38066666666667,39,90.9435,101.741,88.51849999999999,115.52983333333333,83.00933333333334,106.07683333333333,89.699,91.54116666666667,93.18566666666668,0.43333333333333335,94.16254999999998
1541863841,68.89666666666668,40,97.77383333333334,102.32766666666666,79.79183333333334,112.13933333333333,86.38433333333334,92.742,107.94116666666667,88.58966666666667,84.59316666666668,0.4444444444444444,92.11796666666665
1541863901,83.38666666666667,41,94.92183333333334,104.566,74.81983333333332,105.01333333333334,72.95133333333334,73.59183333333334,109.02283333333334,69.90533333333333,69.394,0.45555555555555555,85.7573
1541863961,90.92616666666666,42,86.04899999999999,103.38683333333333,95.77533333333334,105.382,79.67116666666668,75.96900000000001,119.58233333333332,81.07733333333334,84.49333333333334,0.4666666666666667,92.23125
1541864021,71.71499999999999,43,69.82633333333334,86.9445,95.14866666666667,110.90983333333334,88.90533333333333,87.51866666666666,106.47066666666666,131.25783333333334,77.2125,0.4777777777777778,92.59093333333331
1541864081,86.60233333333333,44,80.0465,79.95333333333333,83.41766666666668,114.94266666666667,84.54233333333333,75.468,83.3305,92.6725,87.48783333333333,0.4888888888888889,86.84636666666667
1541864141,110.16883333333334,45,86.23700000000001,92.77016666666667,81.0625,114.58649999999999,81.14550000000001,92.5545,90.2265,77.18333333333334,90.60799999999999,0.5,91.65428333333332
1541864201,92.32433333333333,46,77.961,97.872,69.68166666666666,113.81666666666666,76.75116666666666,78.08433333333332,82.54833333333333,84.56400000000001,91.05433333333333,0.5111111111111111,86.46578333333333
1541864261,97.29683333333334,47,81.52383333333334,110.54766666666666,68.86349999999999,112.023,73.937,81.49616666666667,73.7875,87.30199999999999,87.78933333333333,0.5222222222222223,87.45668333333333
1541864321,92.59783333333333,48,97.29016666666666,97.08833333333334,86.7655,105.91516666666666,86.05966666666667,79.27283333333334,81.7035,70.78833333333334,83.91000000000001,0.5333333333333333,88.13913333333332
1541864381,105.673,49,96.8,100.15366666666667,97.42933333333333,108.893,80.19366666666666,77.93866666666666,96.023,83.67800000000001,86.52733333333335,0.5444444444444444,93.33096666666667
1541864441,119.4795,50,94.396,99.89200000000001,87.04983333333332,112.45416666666667,76.30533333333332,72.76116666666667,138.39683333333332,88.52733333333335,85.11616666666667,0.5555555555555556,97.43783333333333
1541864501,120.21716666666666,51,97.73233333333333,81.69516666666667,71.43433333333334,111.54783333333333,77.19466666666668,83.21133333333334,109.43016666666668,88.80116666666666,83.40716666666667,0.5666666666666667,92.46713333333332
1541864561,109.46566666666666,52,96.60283333333334,89.78616666666667,74.05116666666666,110.03583333333333,81.43683333333334,89.51299999999999,102.7855,83.979,78.367,0.5777777777777777,91.6023
1541864621,121.25833333333334,53,95.9145,97.92166666666667,83.904,110.713,85.0515,100.46716666666666,95.3185,89.78183333333332,91.22133333333333,0.5888888888888889,97.15518333333333
1541864681,125.17333333333333,54,96.182,109.5375,79.44433333333333,97.94366666666666,95.03500000000001,85.705,75.538,89.48333333333333,89.91149999999999,0.6,94.39536666666667
1541864741,106.37383333333334,55,97.738,95.69516666666667,88.106,114.694,78.46766666666667,59.09583333333333,85.19083333333333,90.17666666666668,82.952,0.6111111111111112,89.849
1541864801,110.05766666666666,56,99.73516666666666,93.23883333333333,87.6005,121.83633333333334,77.14516666666667,69.49600000000001,77.51033333333334,83.07716666666667,76.35533333333333,0.6222222222222222,89.60524999999998
1541864861,109.17983333333333,57,95.59766666666665,95.51083333333332,87.55383333333333,117.78366666666668,77.03283333333334,82.29533333333333,80.27399999999999,81.64966666666666,68.32433333333333,0.6333333333333333,89.5202
1541864921,109.58766666666666,58,90.27816666666668,86.16799999999999,69.50633333333333,112.83566666666667,79.97316666666667,92.39216666666667,83.0085,94.10133333333333,69.26683333333334,0.6444444444444445,88.71178333333333
1541864981,76.83116666666666,59,94.03316666666666,72.54366666666667,83.08083333333335,103.93,81.02666666666667,96.53433333333334,123.16383333333333,87.91816666666666,74.25616666666666,0.6555555555555556,89.3318
1541865041,88.71183333333333,60,100.68333333333334,79.84683333333334,71.30233333333334,107.13983333333334,77.91733333333333,94.11033333333333,134.415,71.72733333333333,81.91183333333333,0.6666666666666666,90.7766
1541865101,107.012,61,101.32783333333333,90.45233333333334,76.03166666666667,119.48983333333334,86.988,73.58716666666666,86.182,70.66350000000001,74.63000000000001,0.6777777777777778,88.63643333333334
1541865161,120.69016666666667,62,103.9445,76.76716666666667,79.69733333333333,112.52633333333333,78.19416666666666,65.76716666666667,80.00666666666666,77.661,78.68166666666666,0.6888888888888889,87.39361666666666
1541865221,119.65683333333332,63,98.79216666666666,83.93633333333334,79.39666666666668,111.08133333333333,69.9715,69.7145,110.43,85.53083333333333,97.81433333333332,0.7,92.63245000000002
1541865281,110.35083333333334,64,90.16149999999999,81.33133333333333,76.77566666666667,114.40466666666666,77.247,82.85616666666667,106.4185,85.13933333333333,103.80966666666667,0.7111111111111111,92.84946666666666
1541865341,114.9655,65,91.43433333333333,77.8575,72.33500000000001,109.19216666666667,77.95,92.71849999999999,98.9175,89.34766666666665,88.56933333333333,0.7222222222222222,91.32875
1541865401,114.0025,66,86.60583333333334,79.94533333333334,74.2845,100.26166666666667,79.65683333333332,82.723,81.43283333333333,89.38433333333334,76.7245,0.7333333333333333,86.50213333333332
1541865461,91.40333333333334,67,73.95100000000001,94.33183333333334,74.51016666666666,110.13916666666667,85.21833333333333,75.40816666666666,85.05966666666667,89.83500000000001,79.03566666666667,0.7444444444444445,85.88923333333334
1541865521,111.4465,68,91.22583333333334,88.923,73.97116666666666,109.39483333333332,74.3625,76.88850000000001,76.98033333333333,89.921,82.95116666666667,0.7555555555555555,87.60648333333333
1541865581,87.083,69,100.3445,84.02833333333334,80.3725,118.6695,63.656166666666664,98.81133333333334,83.27816666666666,76.20083333333334,95.679,0.7666666666666667,88.81233333333333
1541865641,74.94366666666666,70,97.28866666666666,75.62100000000001,84.4405,117.31099999999999,68.91633333333333,98.13483333333333,113.36216666666665,70.12100000000001,93.99283333333332,0.7777777777777778,89.41319999999999
1541865701,86.9665,71,97.20433333333334,82.23066666666666,82.53233333333334,106.87783333333333,74.26766666666667,91.08166666666666,135.16466666666668,81.06983333333332,88.20599999999999,0.7888888888888889,92.56015000000001
1541865761,100.19800000000001,72,99.42683333333333,86.39466666666667,71.45416666666667,108.38816666666666,73.42216666666667,77.93133333333334,137.34316666666666,79.54583333333333,84.87033333333333,0.8,91.89746666666666
1541865821,117.69016666666667,73,102.82133333333333,75.359,79.07766666666666,110.56083333333332,86.96616666666667,69.68166666666666,111.36883333333334,82.00883333333333,87.30833333333334,0.8111111111111111,92.28428333333333
1541865881,117.64283333333333,74,95.685,75.31866666666666,75.28766666666667,107.25766666666667,78.39516666666667,82.91033333333333,119.81816666666667,85.30316666666666,81.68266666666666,0.8222222222222222,91.93013333333334
1541865941,116.26416666666667,75,97.26533333333333,101.43466666666667,70.78333333333333,105.512,75.00099999999999,99.41966666666667,103.77816666666666,71.63866666666667,83.4075,0.8333333333333334,92.45045
1541866001,120.29333333333334,76,95.85516666666668,113.28866666666666,68.412,110.41433333333333,70.2505,108.18,95.7925,73.77966666666666,82.34583333333333,0.8444444444444444,93.8612
1541866061,119.61083333333333,77,96.06733333333334,109.96716666666666,86.453,112.02766666666666,84.11533333333334,70.09766666666665,113.49083333333333,94.10633333333334,72.68266666666666,0.8555555555555555,95.86188333333334
1541866121,119.49433333333333,78,96.24,91.40249999999999,98.39933333333333,105.99333333333334,71.66866666666667,69.85033333333332,127.7175,92.175,72.48066666666666,0.8666666666666667,94.54216666666666
1541866181,118.30833333333334,79,96.39633333333333,78.47416666666666,90.03833333333334,108.96266666666666,70.74549999999999,70.88833333333334,115.55416666666666,88.64416666666666,81.696,0.8777777777777778,91.97080000000001
1541866241,99.25633333333333,80,98.07583333333334,92.33833333333334,73.98116666666667,101.85183333333333,79.32683333333333,75.32583333333334,90.95483333333333,86.305,90.16016666666665,0.8888888888888888,88.75761666666666
1541866301,99.66499999999999,81,100.27050000000001,101.64483333333334,70.76366666666667,108.36816666666667,82.18066666666667,73.196,73.997,84.76516666666666,82.95450000000001,0.9,87.78055
1541866361,112.96183333333333,82,99.54899999999999,108.55383333333333,72.69983333333333,116.11566666666666,80.24916666666667,82.8665,80.6675,82.05116666666666,77.43866666666666,0.9111111111111111,91.31531666666666
1541866421,85.747,83,96.07516666666668,107.55566666666667,82.5465,114.00333333333333,85.94733333333333,91.96883333333334,88.17083333333333,80.71083333333333,73.84583333333333,0.9222222222222223,90.65713333333333
1541866481,75.59083333333334,84,93.01733333333333,102.22666666666667,85.54683333333334,111.24683333333334,81.22183333333334,96.60933333333334,84.26016666666666,97.41499999999999,89.2195,0.9333333333333333,91.63543333333334
1541866541,83.298,85,97.65283333333333,70.023,74.45616666666666,108.1685,78.44066666666666,69.10733333333333,74.77966666666666,93.77916666666667,89.27883333333332,0.9444444444444444,83.89841666666666
1541866601,107.17033333333333,86,92.24733333333333,61.4235,69.946,108.73066666666666,69.14916666666666,65.95133333333334,76.75466666666667,89.20583333333335,92.46916666666667,0.9555555555555556,83.30479999999999
1541866661,124.92483333333332,87,94.58866666666667,62.098499999999994,73.666,107.843,66.56533333333333,71.884,79.9355,93.008,95.4945,0.9666666666666667,87.00083333333335
1541866721,122.4095,88,86.64533333333334,76.59583333333333,62.33633333333333,112.40816666666666,72.64916666666666,70.7935,85.37516666666667,88.14433333333334,84.3035,0.9777777777777777,86.16608333333332
1541866781,99.6385,89,93.18766666666667,91.49033333333334,61.9075,118.08566666666667,79.88983333333334,86.12650000000001,73.56883333333333,94.87650000000001,83.162,0.9888888888888889,88.19333333333334
1541866841,89.16216666666666,90,95.60433333333334,95.01350000000001,77.02316666666667,113.67699999999999,77.71333333333334,67.31133333333334,82.252,78.07283333333334,87.78150000000001,1.0,86.36111666666667
