unix,s1_mt1_BVP,minute,s2_mt1_BVP,s3_mt1_BVP,s4_mt1_BVP,s5_mt1_BVP,s6_mt1_BVP,s7_mt1_BVP,s8_mt1_BVP,s9_mt1_BVP,s10_mt1_BVP,test_progress,avg_BVP
1539438500,0.019223958333333315,1,0.0010911458333333333,0.14703645833333331,0.0002421874999999819,-0.025854166666666713,0.0015781249999999992,0.006835937500000002,0.000497395833333333,0.032161458333333316,-0.015049479166666659,0.011111111111111112,0.016776302083333323
1539438560,-0.07092708333333332,2,-0.0004375000000000005,-0.11616666666666668,0.01277864583333334,0.023294270833333318,-0.000911458333333335,-0.0036015624999999694,-7.291666666666557e-05,0.0015364583333333421,0.005065104166666658,0.022222222222222223,-0.014944270833333329
1539438620,0.06617187499999998,3,-0.0021614583333333334,0.012346354166666724,-0.018666666666666734,-0.003213541666666653,-0.0002708333333333337,0.0030286458333333224,0.0002734375000000013,0.0024687499999999966,0.09251041666666678,0.03333333333333333,0.015248697916666675
1539438680,0.010450520833333329,4,0.002442708333333333,0.018377604166666683,0.0009661458333333312,0.007263020833333338,0.0012343750000000004,0.014890625000000001,-0.0012526041666666746,-0.0010989583333333348,-0.07392187499999998,0.044444444444444446,-0.0020648437499999977
1539438740,-0.005119791666666668,5,-0.00013020833333333425,0.03846614583333334,0.0044843750000000005,-0.0039895833333333346,-0.00912760416666666,-0.009820312499999984,0.06976302083333333,0.0027031250000000466,0.0026067708333333277,0.05555555555555555,0.008983593750000005
1539438800,-0.004007812500000014,6,-0.0005677083333333336,-0.014958333333333332,0.03214062500000001,-0.0035026041666666678,0.03681510416666664,-0.003994791666666677,-0.06922135416666668,-0.002091145833333341,-0.004585937499999983,0.06666666666666667,-0.003397395833333338
1539438860,-0.0037604166666666402,7,0.0005234374999999992,-0.003190104166666637,-0.028059895833333324,0.0023385416666666685,-0.0383046875,0.002888020833333374,-0.00407552083333333,0.001380208333333352,0.006596354166666754,0.07777777777777778,-0.006366406249999977
1539438920,0.024802083333333332,8,-0.0006536458333333334,0.013466145833333313,-0.0006588541666666743,0.0006380208333333329,-0.18051302083333332,-0.08724739583333332,0.002481770833333333,-0.0015729166666666693,-0.023679687500000015,0.08888888888888889,-0.025293749999999997
1539438980,-0.023580729166666654,9,0.0005729166666666675,-0.006479166666666674,0.0009244791666666641,0.0024791666666667037,0.01557031249999999,0.08698437499999993,0.0034140624999999926,0.003283854166666654,-0.010317708333333335,0.1,0.007285156249999994
1539439040,0.0010703125000000016,10,-0.0014479166666666661,-0.00020052083333331656,-0.0012838541666666647,-0.007796875000000007,0.1794427083333333,-0.003065104166666681,-0.0025000000000000022,-0.002445312500000002,-0.00047916666666667217,0.1111111111111111,0.01612942708333333
1539439100,0.011817708333333354,11,0.1208359375,-0.012638020833333286,-0.007000000000000001,0.009619791666666678,-0.011924479166666677,-0.0007760416666666748,5.2083333333333845e-05,0.0024609375000000044,0.04253385416666665,0.12222222222222222,0.015498177083333337
1539439160,-0.00879427083333334,12,-0.16565104166666667,0.003981770833333227,0.006908854166666671,0.025601562499999987,-0.0003411458333333182,0.0009010416666666528,0.016981770833333337,-0.0027369791666666697,-0.02312760416666665,0.13333333333333333,-0.014627604166666674
1539439220,-0.0014583333333333295,13,0.06516145833333328,0.014312500000000025,0.0033437500000000047,-0.01237239583333332,0.002065104166666672,0.0027630208333333335,-0.021861979166666663,0.0005911458333333341,-0.022114583333333323,0.14444444444444443,0.0030429687500000023
1539439280,0.006755208333333336,14,-0.0186067708333333,0.0017838541666666985,-0.004927083333333333,-0.01641927083333334,0.02545572916666667,-0.0006927083333333343,0.005502604166666664,0.013994791666666643,0.03977083333333332,0.15555555555555556,0.0052617187500000025
1539439340,-0.006937499999999989,15,0.06460416666666662,-0.006981770833333371,-0.00045052083333333207,0.005250000000000003,-0.012221354166666667,-0.029317708333333355,-0.0004192708333333332,-0.006825520833333363,-0.020411458333333254,0.16666666666666666,-0.0013710937500000045
1539439400,-0.0021953124999999954,16,0.014867187500000038,-0.02958854166666668,0.0014114583333333308,-0.0010260416666666493,-0.012630208333333363,0.04561979166666664,7.0312499999983e-05,0.0011015624999999843,0.009046875000000006,0.17777777777777778,0.002667708333333329
1539439460,0.0034218749999999775,17,-0.07206770833333338,0.020210937500000043,-0.0019296874999999995,0.017799479166666653,0.038888020833333335,-0.010885416666666673,-0.0012213541666666625,0.021869791666666673,0.0730546875,0.18888888888888888,0.008914062499999997
1539439520,-0.0012317708333333271,18,0.0019036458333332987,0.06870052083333339,0.0037447916666666736,-0.0401484375,-0.03889843749999999,-0.010856770833333342,0.0013593750000000016,-0.05179687499999999,-0.05188281250000001,0.2,-0.01191067708333333
1539439580,-0.007356770833333334,19,0.01991145833333329,-0.06770052083333332,-0.00831770833333335,0.016981770833333337,0.00926562499999998,0.004856770833333334,0.0028151041666666593,0.037372395833333405,-0.02519010416666667,0.2111111111111111,-0.0017361979166666674
1539439640,0.0059374999999999975,20,-0.001687500000000003,0.01266406249999995,0.005374999999999999,-0.007846354166666689,-0.0017473958333333313,0.009486979166666654,-0.003127604166666666,0.1373489583333333,-0.0034843749999999988,0.2222222222222222,0.01529192708333332
1539439700,0.002447916666666668,21,-0.0033619791666666585,0.2778984375000001,-0.000604166666666666,0.01451041666666667,0.003895833333333342,-0.011786458333333338,-0.0008932291666666642,-0.1376432291666667,0.022203124999999983,0.23333333333333334,0.01666666666666667
1539439760,0.017955729166666663,22,-0.006289062499999994,-0.26927083333333335,0.0010677083333333324,0.013174479166666727,4.687500000000947e-05,4.4270833333336555e-05,0.004604166666666665,-0.04987239583333335,-0.021822916666666668,0.24444444444444444,-0.031036197916666668
1539439820,-0.019393229166666668,23,0.0013203125000000014,-0.010781250000000053,0.0011692708333333323,-0.01968750000000001,0.007302083333333344,0.009460937499999985,-0.008518229166666669,0.04455208333333331,-0.0026015625000000275,0.25555555555555554,0.0002822916666666538
1539439880,0.001953125,24,-0.002791666666666667,-0.0054765624999999875,-0.0015651041666666656,0.0007916666666666752,-0.011645833333333322,-0.01226822916666667,0.004385416666666667,-0.023578124999999974,-0.0025260416666666573,0.26666666666666666,-0.005272135416666661
1539439940,-0.004078125000000003,25,0.19260416666666666,2.6041666666676287e-05,0.002403645833333332,-0.009104166666666665,-0.0005937499999999818,0.001117187499999961,0.001989583333333332,0.0013619791666667528,0.00274479166666667,0.2777777777777778,0.018847135416666667
1539440000,-0.002203125000000001,26,-0.19468229166666665,0.011963541666666652,-0.002296874999999998,0.007575520833333336,-0.023518229166666668,0.009731770833333339,-0.002606770833333346,0.019760416666666624,-0.0009453125000000186,0.28888888888888886,-0.017722135416666673
1539440060,0.0035572916666666674,27,-0.002296874999999983,0.0030338541666666014,0.0034895833333333385,0.005096354166666659,0.020416666666666673,-0.0010364583333333454,-0.00019010416666666885,0.00039583333333331657,-0.002130208333333327,0.3,0.003033593749999993
1539440120,0.000927083333333351,28,-0.0017734375000000018,-0.0024791666666667293,-0.005567708333333328,-0.002023437500000023,0.0007552083333333325,-0.007421875000000005,0.0010963541666666678,1.0416666666716404e-05,0.0034348958333333345,0.3111111111111111,-0.0013041666666666683
1539440180,-0.004007812499999987,29,0.0030755208333333325,-0.026843750000000055,0.0013203124999999992,-0.017726562499999984,0.0022916666666666936,0.0007291666666666701,0.0016171875000000034,-0.0022135416666666267,-0.00778385416666667,0.32222222222222224,-0.004954166666666662
1539440240,-0.004187499999999993,30,-0.0049062499999998925,0.004210937499999853,0.002726562500000001,0.01114583333333335,0.0012760416666666534,0.0019192708333333323,-0.001986979166666671,0.007187500000000157,0.006526041666666643,0.3333333333333333,0.0023911458333333428
1539440300,0.0012682291666666725,31,-0.003406250000000077,-0.003197916666666708,-0.000908854166666669,0.001072916666666664,-0.005135416666666666,0.0017604166666666606,-0.00021354166666666546,-0.0073151041666665315,-0.0010026041666666642,0.34444444444444444,-0.0017078124999999986
1539440360,0.010453125000000002,32,0.004544270833333277,0.006466145833333373,-0.0006250000000000001,0.00034635416666667015,-0.0019947916666666773,-0.004143229166666665,0.001549479166666662,0.001315104166666691,-0.006812499999999999,0.35555555555555557,0.0011098958333333336
1539440420,-0.004442708333333328,33,-0.04227604166666678,0.011565104166666547,0.0007656250000000022,-0.002994791666666673,0.0034869791666666764,0.05597135416666666,-0.0032812500000000003,-0.003229166666666631,0.006945312499999993,0.36666666666666664,0.002251041666666647
1539440480,0.0006536458333333397,34,0.03869010416666654,-0.018690104166666614,-0.0033307291666666654,-0.00020572916666664376,0.00010416666666668948,-0.057135416666666675,-0.0049270833333333345,-0.001601562500000001,-0.0012578125000000005,0.37777777777777777,-0.004770052083333336
1539440540,0.0014973958333333389,35,0.0028255208333333327,0.011265624999999996,0.001986979166666667,-0.0038307291666666698,0.0036145833333333143,0.0009348958333333337,0.007901041666666669,-0.004367187499999933,0.0005390625000000015,0.3888888888888889,0.0022367187500000056
1539440600,-0.0024973958333333337,36,-0.0009609375000000017,-0.00893229166666664,0.0003385416666666666,0.00158854166666667,-0.0016562500000000045,0.0018854166666666778,0.0009869791666666655,-0.010260416666666718,0.024507812500000004,0.4,0.0004999999999999984
1539440660,-0.00151041666666666,37,-0.0025078124999999983,0.0022786458333333313,-0.0010052083333333315,0.010119791666666647,0.00017187499999999958,-0.0004739583333333239,-0.0005989583333333323,0.001013020833333352,-0.029080729166666618,0.4111111111111111,-0.0021593749999999933
1539440720,-0.0009374999999999967,38,-0.02232552083333341,0.004789062500000009,-0.0002578125000000013,-0.0027864583333333274,-0.0028463541666666667,-0.0012864583333333328,0.0012213541666666662,0.016731770833333326,0.0037916666666666893,0.4222222222222222,-0.00039062500000000485
1539440780,0.0032656249999999986,39,0.019898437499999963,0.004377604166666565,-0.0017343749999999992,0.03570572916666666,-0.002804687500000002,-0.0011380208333333294,-0.005997395833333334,0.00028645833333332954,-0.0002109374999999983,0.43333333333333335,0.0051648437499999846
1539440840,0.0051276041666666605,40,0.0014843750000000007,-0.0008151041666666683,0.0031171874999999984,-0.019374999999999996,-0.03548958333333334,0.0031848958333333325,0.005242187500000001,-0.012835937500000007,-0.002015624999999997,0.4444444444444444,-0.005237500000000001
1539440900,-0.005197916666666704,41,-0.0004609374999999884,0.01637760416666669,0.0010364583333333343,0.0084765625,0.04266145833333333,-0.0013437500000000027,-0.0003541666666666656,-0.0005494791666666258,0.015408854166666633,0.45555555555555555,0.007605468750000001
1539440960,-0.0004010416666666609,42,0.0007005208333332943,-0.0276354166666667,-0.0004739583333333348,-0.031213541666666667,-0.0006328124999999987,-0.030723958333333332,-0.0023567708333333322,-0.0007656250000000438,-0.01236197916666668,0.4666666666666667,-0.010586458333333344
1539441020,0.004278645833333335,43,-0.0024140625000001,-0.020742187499999995,0.0007369791666666674,0.004617187499999992,-0.0008098958333333239,0.032132812499999996,0.0032005208333333334,0.004645833333333334,-0.013786458333333324,0.4777777777777778,0.001185937499999992
1539441080,-0.0024348958333333297,44,-0.001726562499999965,0.023432291666666747,-0.0015651041666666693,-0.0014687499999999991,-0.001260416666666676,0.0011093750000000084,-0.0009843750000000013,0.007953125000000002,0.013773437500000004,0.4888888888888889,0.003682812500000013
1539441140,-0.0009401041666666654,45,0.002768229166666625,0.007091145833333272,-0.0009739583333333401,0.003755208333333334,0.003710937499999998,0.0011302083333333205,-0.000906250000000002,-0.018346354166666818,-0.04843749999999994,0.5,-0.005114843750000021
1539441200,0.0003697916666666678,46,0.16032552083333335,0.014471354166666691,-0.0021432291666666683,-0.03715364583333334,0.002622395833333327,-0.016039062499999996,0.0019010416666666674,0.020661458333333316,0.055682291666666654,0.5111111111111111,0.02006979166666667
1539441260,-0.002033854166666666,47,-0.16059114583333337,0.018859375000000005,0.002979166666666672,0.22462500000000005,0.00029166666666667076,0.01225520833333333,-0.005455729166666665,-0.004895833333333331,-0.005716145833333345,0.5222222222222223,0.008031770833333339
1539441320,0.0016015625000000019,48,-0.0012499999999999985,-0.024562500000000032,-5.2083333333337314e-05,-0.19287239583333332,-0.0015260416666666666,0.019570312500000003,0.0027135416666666653,0.021059895833333363,-0.000929687499999995,0.5333333333333333,-0.017624739583333333
1539441380,0.00045312499999999775,49,0.0004817708333334711,0.008947916666666778,0.00141145833333333,0.0025468749999999884,-0.004838541666666644,-0.008145833333333356,0.0022890625000000033,-0.016869791666666547,-0.1108828125,0.5444444444444444,-0.012460677083333298
1539441440,-0.002171875000000001,50,-0.00012499999999998485,-0.02354427083333331,-0.002268229166666666,0.00215364583333333,-0.003083333333333337,-0.009916666666666669,-0.0024739583333333332,-0.0032031250000000475,0.11260156250000004,0.5555555555555556,0.006796875000000003
1539441500,-0.0019401041666666688,51,-0.00391666666666672,-0.00025520833333335055,0.0012812500000000014,-0.003481770833333384,0.001572916666666667,-0.001953125000000003,0.002484375,0.002966145833333235,0.11604427083333335,0.5666666666666667,0.011280208333333312
1539441560,-0.0021562499999999993,52,0.004703125000000049,0.003986979166666712,-0.004484375000000002,0.0022161458333333018,-0.0020807291666666648,-0.0523359375,0.0017239583333333345,-0.0115546875,-0.12240885416666662,0.5777777777777777,-0.01823906249999999
1539441620,0.008625,53,-0.0031770833333333525,0.0003723958333334006,0.0013125000000000007,-0.00013281250000000042,0.002265625,0.054664062500000006,-0.004265624999999984,0.018468750000000093,0.004744791666666668,0.5888888888888889,0.008287760416666682
